text,labels
ye5i matal9a exemple ken ezzatla ??^^ tchajja3 f ennes mech ye5dou zatla mouch madrouba? hedi louga ta7keha f emmission public ?? rak makech ta7ki fi 7oumtek !!! rak ta7ki 9oddem ettewnsa l koll ..kbar w sgar ..chapeau ya3tik essa77a,neg
",برنامج ماسط يا لطفي راك ما نجحتش قبل علاش ارجعت و عملت روحك اتكركير",neg
يتنافسو كان على قلة الحياة و قلة التربية و الكلام الزايد و الفضائح الله يهلكهم.,neg
امسط برنامج شفتو في حياتى باسل وغشة بالمشطة,neg
Fdhaye7 3maltou el3ar wlh chay 7achem,neg
برامج خامجة....ينشطوها ناس خامجة....باش تكون متفرجين خامجين...لجيل تافه....ومخ خامج.....,neg
تاااااافهين,neg
Blid W rkik W maset wnabu el wakt lemrahez,neg
عنوان التفاهة والمساطة والرداءة 😡 انقرضوا,neg
M3a9ad m nawfel w l hiwar ettounsi meskin hhh,neg
9adechou'masete'yerkike'yefede,neg
تقعدو متأخرين الى يوم يبعثون. .,neg
قلة حياء مفرطة,neg
Lotfi anti motrobi fi ehjer elaghbabi wa Almek essan-a yakhi tayahet alih,neg
واحد دعوة وخرده وما يجى شي,neg
تحب نقلكم حاجة تخلطت توا و اش باش يفضها,neg
اذل و ارخص منك لم تلد النساء يا منحط الاخلاق,neg
أعوذ بالله من هذآ الشيطان الرجيم,neg
"C'est le bas niveau, tu es un seulement  comédien est encore à juger",neg
ماسط ماسط,neg
Mamastou w ma5afou wouh ywaterni maset laset haseb rou7ou ydha7ek,neg
".واحد زنديق خامج و رخيص
حلولو اللعب تحل في العريض",neg
بربي ما تسرقش الضيوف متع راس البصل يعني جيب ضيوف نوع اخر,neg
Masit  lasit,neg
نكبة الأجيال القادمة   الزنادقا     قعدنا ضحكه أمام العالم,neg
Ken 3mal 7aja jdid 5ir,neg
Inta bedek madroube,neg
9lil tarbiya bsaraha mouch mta3 3aila barnemej wmaset,neg
"خاتر انت ماكش راجل وفاجر وفاسق 
وشوف الي عاملك قيمة وقدر",neg
ما فهمتش يخي مسرحية ولا شنية؟,neg
ممسطك,neg
هالكلب هذا تاكيد ان الاخلاق انعدمت في تونس,neg
5iiiit mamstou 😕,neg
حك راسك ولي منشط ملا تفاهة اعلام تونس,neg
Mamistek,neg
ممسطك و مركك اخخخخ,neg
برنامج تافه,neg
طفي روحك يا كلاطا,neg
bilhi *** *** ***,neg
ضحكولوا تمد علي طولو يحسب في نفسه انه فرنك و نصف,neg
mefhemtech 3lech ma3malch haja jdida 😤😤😤,neg
ماسوني عبد الدينار والدولار متضحكنيش حال لبلاد إيبكي خسئت وخسرت يا جاهل,neg
مستويات,neg
Mala niveau mte3 talvza,neg
لطفي نحبو علي المسرح اما في التلفزة الحوار مع عبد الرزاق خلا ني غير القناة لازم شوية احترام,neg
Je ne pense pas qu'il réussira car il ne se maitrise pas,neg
ناقصة التلفزة عسّول... زاد جا قليل التربية و التافه هذا,neg
Khatik etanchit sahbi mazelit sghuir aalih w moustawek .....,neg
Beli ta3ml matjich 5ir mn nawfel werteni,neg
تااااااافه يا ماااان انت,neg
Ya....farrrrr,neg
Tfouuh,neg
Tefah barcha lbarnemaj,neg
برنااامج فااااشل,neg
قعرىقعر قعر ،ملقيت ما تجيبو,neg
اقسم بالله ماصة عامل فيبالو يفد لك,neg
جبته من ذيله,neg
صراحة برنامج فاشل,neg
Kartha okhra dakhlit ldyarna chnouwa hetha,neg
برنامج فاشل,neg
Wela FEMA jomla mofida msata we bleda we rkeka,neg
Maset,neg
ممصتهم توانسه حمدلله تلفزه قناه توانسه مل مفماش حمدلله,neg
7al9a.  Masta masta masta ounti amset minha tfouuuuuuuuuuuuuu 3lik y'a kelbe,neg
مخيب منظرك,neg
قوي برشا في الكوميديا اما التنشيط خاطيه😊,neg
المفيد انكم سراق مع صفر ابداع وزيدهم صفر فكرة اوروجينال,neg
Vraiment debil ce ***,neg
كركوز,neg
يا ممسطك,neg
يا لطفي أنت ونوفل رأس البصل أمست منكم ما فمش,neg
Elkolou businesses ni plus ni moins 😜,neg
Mamstkkkkk pfffff,neg
كي سيدي كي جوادو 😒😒😒,neg
C la médiocrité 😏,neg
والله أعملتو الفضائح كلام وسخ كيف أوجهكم,neg
Tfoh 3lik ya masak glil torbya,neg
Tga3id wahf yhizzik,neg
Maset laset 3llo5r,neg
Yeser klemou zeyed w jabri . wil jomhour ychi5 mil 7zem louta .,neg
كلام فيه قلة حياء,neg
malla jabrii,neg
ما امرقو الهم .الزبالة .,neg
السيد هذا مستقبلو اظلم,neg
والله والله سخافة ولا مثلها سخافة,neg
عالحيط,neg
قناة التاسعة قناة التفاهات,neg
سخيف و تافه كعادته,neg
ماسط لاسط,neg
تافه انت والبرنامج نتاعك و عمرك ماتنجم تكون منشط,neg
It7ib wala takrah mich rekba 3lik 5alik fi jawik,neg
Ya ebdeli ya webch yeli mekech motrobi ya weld el kalb,neg
و مبعد,neg
Émission 0000000 s3ib lmou9arna m3a lbss,neg
hhhhh ya wallah 7al,neg
pathétique ! de plus en plus bas,neg
برنامج زبلة کيف مقدمه,neg
ما أتفه هذه القلة القليلة من الشعب.,neg
والله اكبر فاسق,neg
كلب مسخ,neg
قمة في قلة التربية وقلة الحياء ،اتفوه عليك....,neg
واله كان قرد,neg
Aucune créativité...!,neg
Pauvre tunisie 🇹🇳,neg
Public 9oul a3lih virage wala 3ars hhh,neg
9dech msatta esaber,neg
j'ai pas aime ...,neg
لا يوجد منشط تلفزي في تونس إلى حد الآن,neg
Hamdoulah je chkoun amsit min nawfil w5ay 5atik tanchit,neg
ممصتك يا عطيك بقلة,neg
ماسط اما ما امسط منك كان نوفل,neg
والله  العظيم   أكبر      معدة,neg
ملا خردة,neg
الكلو ملبسكولة,neg
Bonjour la vulgarite,neg
ممسطك يا كازي,neg
Tafih,neg
Bidon de chez bidon,neg
سافل و منحط و ***** و مااااااااسط لاسط ،،، ما حياتك كان هميل .,neg
Tfouuuuh 3lik nadhel,neg
كان جبت الصيد من زبو خير راك رتحتنا ما تخليناش نتلمسوا,neg
9anet maasta w bch  tmaStk m3aha gatt3 ki migalo 5ir,neg
جبالك الرواسي ولا عبدك الثقيل,neg
Ssamat makch emta3a talfza,neg
برنامج غشة وقلة تربية كيما لباس 👎🏻,neg
ماسط نوفل خير,neg
Mathamech Tahankifek,neg
Baye5,neg
افففففف ملهمل,neg
التوانسه ريتهم زعام كان في بعضهم خليك في التمثيل خير ماكش ناجح في التنشيط,neg
حقيييير سيدك نوفل ما تخلطلوش فمك ما يخرج كان الخمج,neg
تافه تافه تافه هذاك علاش القدس تسرقت وحني ساكتين من المناضر الي زيك,neg
Mela marka mech metrobbi,neg
ماسط مارڤ ،تافه،ڤديم،قبيح، ما يعجبنيش جملة,neg
فددتون   برامجكم    التافه,neg
ناقص كان هذا خمج وسخ قلة تربية قلة حياء,neg
يا تافه,neg
زايد ياتافه يامسخ,neg
mamst bouk walahi tbaki,neg
عملت العار يا *** نهار كامل شدوجوهتا,neg
ملا كلون,neg
خامج ورقعة لعنة الله عليك,neg
وحدك يا لطفي,neg
Ma5ibek ou mamastik tfouh a3lik,neg
ملا امسخ,neg
ربي  معيك وصل 🤗🤔,neg
MASTA LASTA,neg
maset lasett i3ateff,neg
ختيك بر العب قدم دركم,neg
ناقصين زبلة في تلافزنا حتى يزيد ايجينا هالخامج,neg
Lotfi zéro a gauche zéro a droite emission ZBALA,neg
تبع جارك ولا بدل باب دارك ، انعدام الافكار .,neg
A9sm belh akbr kar8a mta3dha7k fe touns,neg
قداش تجيابو يحيوانت,neg
ملا إبداع,neg
اما ينتعلا عليك كان تجي راجل,neg
"Lofi akhtak matji can comedien 
Tanchit khaik",neg
Mamsett ***  ***,neg
وين كان متخبي هلماصت,neg
Tanchit khatik,neg
Gidakich maset pffffffffff,neg
Barnemej fachel 👎👎👎,neg
Yezi men **** w traba ****,neg
3maltou el 3ar **** ***,neg
Masset,neg
أوباش,neg
الله يهلك ياكلب,neg
Ya masa5,neg
7صنايع والبخة ماهوش ضايع .غوص غوص,neg
bera/****,neg
نحير ف العباد اللي تتفرج على هاذ التافه,neg
tefeha,neg
Mamstou,neg
3lech essabben !!!!!!,neg
أوسخ و أحقر من ها الإعلام ما ريتش,neg
متجمش تولي كيف نوفل الورتاني قد متعمل جهدك         إنت تصلح كان ممثل موش منشط,neg
Karou yib3id w yifhim ro7ou molli tardouh fil Maroc,neg
والله.تفرجت.فيه.لقطة.البرنامج.والله.لا.جاشي,neg
kolkm bgar  mela wa7da,neg
كل انسان و مستواه خاطيك التنشيط ! بدون تعليق 😂,neg
beerasmi doumaj achnawa heda,neg
برنامج تافه  كا ريار طويل مش يطيح في الماء,neg
اعفن شخص في العالم,neg
La3natou alahi 3alayka,neg
موسع بالكم,neg
Masét 😑,neg
mala **** .,neg
Masette lassette,neg
يسخفني حالك,neg
5ih 5ih 5ih chnkrhu,neg
Bara rabi im3ak,neg
Mamestek pffffff,neg
FAchellllll,neg
متفهك والله,neg
كيف سنحرر القدس بهذا,neg
زايد التافه يقعد طول عمرو تافه,neg
Kiiiiiiiiiiiiiiiiittttt makybo 😷,neg
Nn,neg
عميل,neg
zerooooooooooooooo lotfiii,neg
تافه,neg
ekhit 3alik mamstekkkkkkkkkkkkkkkkkkkkk,neg
برنامج محابات جاب كلاي  ولد حومتو باش يرجعلو الءشعاع بعدما كلي كبوط😈,neg
وينكم ايام الطرابلسية يا قرودةالسيرك,neg
Barra ya **** lem5ayer fik wallah ****,neg
chnouwa ejdid elli jebou lotfi 3ebdelli walla nawfal bkolhom sorre9,neg
Matnajmouch tamlo haja min gir arak,neg
امسط مخلوق علي وجه الارض,neg
Tfouh 3lik w3ala barnemjek,neg
الغشة والقباحة ميش متاع تلفزة!!!,neg
كلام بذيء ازداد واحد من المقدميم المفسدين لاخلاق الشباب,neg
ach mhazina nitfarjou fih ... ya5i na9sin marij... mahzla,neg
ملا *** و**** والي اعدي فيه ***** اكثر منو,neg
Maset ma3jabtnich,neg
Mon7att y'a sefil ech kthirto,neg
Quel honte !!!,neg
Rak maset laset,neg
خامج و مسخ,neg
اهلا باكبر تافه,neg
Mamstou,neg
marég,neg
Ça est degoutant,neg
Fechel,neg
Asyadek fi top ya flop,neg
Ya *** yalotfi baramej mat3 ****,neg
moumel wjehel meskin,neg
Tafeh com tjs !!,neg
Tfou,neg
كلب,neg
زايد اعلام العار,neg
Tafahhhhhhhhhhhha,neg
Bilel Bilel 9otlk masrou9a,neg
ما اسخف البرامج التونسية !,neg
مسكينة تونس,neg
chbihom bel ma9loub les parties ??? hhhhhh tekmel parti 2 terja3 parti 1 ??? hhhhhhhh sal7oha yeziw mel bhema :D hhhhhhhh<br />RÉPONDRE,neg
cadrage 5ayeb barcha,neg
"Lotfi ekhdem a la rouhek w matejbedch siyedek kol wehed ya3ref ,9adrou semi fehri m3almm w yab9a m3alemmmmm t7essou Hatta kif yahki classe w inti t3ayet w tgoul fiklem maset w 9bi7 w fibelk 9be7tek dhmar BN chance",neg
chbihom bel ma9loub les parties ??? hhhhhh tekmel parti 2 terja3 parti 1 ??? hhhhhhhh sal7oha yeziw mel bhema :D hhhhhhhh<br />RÉPONDRE,neg
cadrage 5ayeb barcha,neg
"Lotfi ekhdem a la rouhek w matejbedch siyedek kol wehed ya3ref ,9adrou semi fehri m3almm w yab9a m3alemmmmm t7essou Hatta kif yahki classe w inti t3ayet w tgoul fiklem maset w 9bi7 w fibelk 9be7tek dhmar BN chance",neg
kamcha jahala w jbour w sat7eyin y3andou fi rajel mtha9ef mseken wlh ydha7kou,neg
لطفي اللجمي كلامو صحيح انسان متثقف ونتوما تفهتوه علالالالاش,neg
9lik tmaya3 gel hesa mte3ik vraiment awel mara nasma3 jamel mettha9ef klemou shoah ama entouma tafahtouh,neg
الضو ناقص برشااااااا,neg
الممثلين التوانسة عاملين فيها مثقفين وهوما كلمتين بالعربي ما يطيقوهمش . جمال المدني يتكلم وهوما يشعلو فيه !!!,neg
**** علي جمال ....2****,neg
chbihom bel ma9loub les parties ??? hhhhhh tekmel parti 2 terja3 parti 1 ??? hhhhhhhh sal7oha yeziw mel bhema :D hhhhhhhh<br />RÉPONDRE,neg
majdouline echarni lazem ettir mil wzara errajel charref el blad w hya mtaffya el dhaw etfoooouh 3la wazira kif hekka,neg
andhom el hak i3atoulekch hachamtouna ou **** el bled,neg
تجيبو كان في ولاد العاصمة و حاقرين ولاد الجنوب هاو عندنا بادر شامخ و عان برشا برشا واصلين,neg
مكنتش نحسب بلي خاوتنا توانسا اكرمو الدواعش *** **** راحت **** *** العرب ****,neg
كان الشعر عندو قدر ما ينبت في الكر,neg
imna9lino 3la labes 100 bel 100,neg
Na7i weldin omha lahya yekhi teskhayb ki taaml lahya yaani enti moslem akther mena ? Mala ri9 mode jdida baad. El thawra,neg
barnemej kolou m9aled 3ala &quot;the tonight show ta3 Jimmy fallon,neg
يا ربي ناقصين مساطه احنا,neg
sorrek mta3 wi4ni labes ahsin,neg
yesserrrrr syeeee7 yesserrrr raaaaaaaaassiiiiiiiiiiii,neg
fama moshklaa mtaaa3 timing o planning theseha pourtant ynajem ikoun el wakeet 9add el baramej lokhrin ama sou2 esteghlelou ykhali el barnemej maset o mafihesh 3onsor taachwiik o yodhhor twwil barsha lin nes tfed  breievement lotfi el abdellii thesou wahdou hezz el barnemej mafamesh barsha mouharkiin,neg
علاش ااكارافات و خانق روحك..البس نورمال ..,neg
ياسر تقص على العباد كي يحكيو لطفي <br />اسمعهم خلي يكملو كلامهم صاحبي,neg
تونس فها خونة برش برش ربي يستر,neg
المونتاج طاح على الحلقه الاولى,neg
C&#39;est dommage de ramener un aussi grand intellectuel et écrivain pour ne parler de rien de profond... une perte de temps pour un grand homme comme abdelaziz! Abdelli lezmek barcha khedma,neg
Wtfff !!!,neg
fama bruit de fond inarvez,neg
publicité l 7ezb carthage :p,neg
comment_text,neg
ما عجبتنيش الاغنية﻿,neg
اغنية روعة بصح في الاخير لبست حذاء الالمنيوم هههههه😂 كما لبست البست البنفسجي﻿,neg
فوضى﻿,neg
ههههههههههه﻿,neg
لعنة الله علي شارك في التفهات هاذي مسكينة تونس و برا....﻿,neg
حتى هي شكلي شكلا مل هبل﻿,neg
Ma5ieb rasek﻿,neg
مقرفة و مقززة إنتي يا منال﻿,neg
Ti bara ma5ybek ninshekk talka khidma okhraa w enti kardaa twaskhilna fi wednina ya Hamm ,neg
فيها اخطاء﻿,neg
yezzi min el tijara echehar akther minha ghneya﻿,neg
تعيف ما فيها حتى معنى ولا شارغم اف ضيعتى دراهمك يا روحي﻿,neg
manel  3raben w armastra hahahahhahahahahah  diki diki﻿,neg
masta kifik﻿,neg
التونسيين لا علاقة بالكوميديا﻿,neg
توانسة بهيم نعتوه في تونس يتشهر﻿,neg
SIC MUSIC﻿,neg
Yeeeeeser mssata﻿,neg
هههه تونس اكبر قوة اقليمية بفضل منال عمارة﻿,neg
منال احشمي على روحك﻿,neg
منهو الي قالك نبغو  العاهرات﻿,neg
masta m3a bilel elbaji,neg
هههه ميضحكش﻿,neg
3malto el fadhe7﻿,neg
Tu es très moche sans un kilo de maquillage je te l'assure !﻿,neg
5ih ye5i ma tet9azzezch men ro7k w t9oul 3lech na3mel hakka ? ,neg
wtf ?﻿,neg
ﻓﺮﺣﺖ ﺑﺮﻭﺣﺎ ﻣﻦ ﺍﻻﻭﺍﺀﻝ. ﻟﺪﺧﻠﻴﻦ ﺟﻬﻨﻢ ,neg
ﺍﻧﺘﻲ ﻣﺘﺠﻲ ﺷﻲ ﻻ ﺻﻮﺕ ﻭﻻ ﻣﻨﻈﺮ ,neg
Tfoh y'a ms5a ,neg
Sakri fomek manel da3ara ,neg
ﻣﺎﻟﻘﻴﻨﺎ ﻣﻨﺘﻔﺮﺟﻮﻭ ﻛﺎﻥ ﻋﻠﻰ ﻋﺎﻫﺮﺓ ﺗﻔﻮﻭﻭﻭ ,neg
Movaize ,neg
3ahirat yosbe7na najmat wa9it kalb ,neg
0,neg
Photo de profil masta 3l lakir ,neg
ﻟﻮ ﻋﻤﻠﺖ ﻣﺰﻳﺔ ﺭﺍﻙ ﻧﺤﻴﺘﻬﺎ ﺍﻟﺮﻭﺑﺔ .ﺇﻧﺖ ﺁﺵ ﻏﻄﻴﺖ ﺑﺎﺵ ﺗﻠﺒﺴﻬﺎ ,neg
walahi ken staret rou7ek 5ir\r\n\nnetsawrek tkoune a7la . ,neg
ﻧﺘﻤﻨﻰ ﻧﻬﺎﺭ ﻧﺸﻮﻓﻚ ﺳﺎﻣﺒﻞ ﻓﻲ ﺍﻟﺘﻠﻔﺰﺓ ,neg
ﺟﻬﻨﻢ ﻛﺘﺴﺎﻧﺎﻛﻢ ﻫﻬﻬﻪ ,neg
amelti reha ,neg
ﺩﻭﻟﺔ ﺗﻮﻧﺲ ﺧﻼﺹ ﺭﺍﺣﺖ ﻓﻲ ﺍﻟﻬﻮﻯ ﻻ ﺩﻳﻦ ﻭﻻ ﺩﻧﻴﺎ ,neg
Bech t9abel rabi hal ma5lou9a ya wilha ,neg
Miskina chib w el3ib ,neg
La robe pas tellement ,neg
ﻣﺨﻴﺒﻬﺎ ﻭﻣﻤﺼﻄﻬﺎ ,neg
ﺭﺑﻲ ﻳﻬﺪﻳﻚ ﻭﻳﻬﺪﻱ ﺍﻟﻨﺎﺱ ﺍﻟﻲ ﺭﺍﻫﻲ ﺍﺗﺒﻊ ﻓﻴﻚ \nﻣﺎ ﺷﺎﺀ ﷲ ﻣﻼﻳﻴﻦ ﺍﻹﻣﻌﺎﺕ ﺗﺘﺎﺑﻊ ﻓﻴﻚ ﺷﺊ ﻣﺆﺳﻒ ,neg
ﺗﻌﻤﻠﻚ ﺍﻟﺒﺨﻮﺧﻮ ﻫﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺦ ﺗﻔﺎﻫﺎﺕ ﺍﺧﺮ ﺯﻣﺎﻥ ,neg
ﺍﺗﻘﻲ ﷲ ﻳﻮﻡ ﻻ ﻳﻨﻔﻊ ﺍﻻ ﻋﻤﻞ ﺻﺎﻟﺢ ,neg
Ma7lek ama alech dima ta3ml cha3rk akeka ma5ibou akeka ,neg
ﻛﻞ ﺷﻲ ﻣﻀﺮﻭﺏ.. ﻣﺴﺎﻧﺪ ﺭﺳﻤﻲ  ﻣﻜﻴﺎﺝ ,neg
Trop maquillée..vous en avez pas besoin.....vous detruisez votre peau ,neg
ﺗﻐﻴﻈﻴﻨﻴﻲ ﻋﺎﺟﺒﺘﻚ ﺍﻟﺪﻧﻴﺎ ﺭﺑﻲ ﻳﻬﺪﻳﻚ ,neg
hal ghoneya walet berasmi ki chekli dorthnina w enti mahbteteha ,neg
7altek tsa5ef sada9ni rabi ytoub 3lik ,neg
ﻫﻬﻬﻪ ﻻﺑﺴﺔ ﺭﻳﺪﻭ ؟؟؟ ,neg
ﺭﺑﻲ ﻳﺨﻠﻴﻠﻚ ﺟﺮﺍﺑﻌﻚ ,neg
Etfouhe a3lik ,neg
ﻣﻮﺳﻄﺎﺷﺔ ,neg
Nés mwtit  3le el9ods o intim e teb3ouli fil 7keyet el fer8a ,neg
ﺳﻜﺘﻲ ﺩﻫﺮﺍ ﻭﻧﻄﻘﺘﻲ ﻋﻬﺮﺍ ,neg
Mamestek ,neg
Ma5yib manadirhim ,neg
ma kharjet hata ghnaya koul moughani machhour tedilou ghnaytou ,neg
ﺣﺘﻰ ﺍﻧﺖ ﺭﻣﻴﺘﻲ ﺛﻌﻠﺐ ﻓﻮﻕ ﻛﺘﺎﻓﻚ ,neg
Bari ............. ,neg
ﻣﺎ ﺃﺑﺸﻌﻚ ﺣﺎﺷﻰ ﺧﻠﻴﻘﺔ ﺍﻟﺮﺣﻤﺎﻥ ,neg
ﺟﻬﻨﻢ.ﺗﺴﺘﻨﺎ.ﻓﻴﻚ.ﻳﺎﻣﻨﺎﻝ ,neg
ﻛﺜﺮﻱ ﺇﺩﻭﻳﺔ ﻣﻨﻊ ﺍﻟﺤﻤﻞ ؟؟؟؟؟؟؟؟ ,neg
ﷲ ﻳﻬﺪﻱ.. ,neg
Be9it kan te8ani bari 3arsssi raki 3azouza ,neg
ﺭﺑﻨﺎ ﻻ ﺗﺂﺧﺬﻧﺎ ﺑﻤﺎ ﻓﻌﻞ ﺍﻟﺴﻔﻬﺎﺀ ﻣﻨﺎ ,neg
ﻫﺬﺍ ﻫﻮ ﺍﻟﺒﺬﺥ ﻟﻲ ﺧﻼ ﺍﻟﻴﻬﻮﺩ ﻳﺤﺘﻠﻮﻧﺎ ,neg
ﺟﻴﺎﺣﺔ  ﻛﻲ ﻟﻜﺒﻴﺮ ﻛﻲ ﺍﻟﺼﻐﻴﺮ ,neg
ﺍﺣﻠﻰ ﺟﻮ ﻋﻨﺪﻛﻢ ﻓﻲ ﺟﻬﻨﻢ ﻭﺑﺌﺲ ﺍﻟﻤﺼﻴﺮ ,neg
ﺳﺘﺮﻱ ﺭﻭﺣﻚ ﻭﻣﻦ ﺑﻌﺪ ﺣﻜﻲ ﻋﻠﻰ ﺯﻫﺮ ,neg
ﻫﻬﻪ ,neg
ﻭﺍﺵ ﻧﻘﻮﻝ ﷲ ﻳﻬﺪﻳﻚ ﻋﻠﻰ ﺍﺳﺘﺮﻱ ﺭﻭﺣﻚ ,neg
ﺳﺘﻈﻠﻴﻦ ﻋﺎﻫﺮﺓ ﺍﺑﺪ ﺍﻟﺪﻫﺮ ,neg
Me5yb7 tefja3 ,neg
lol ,neg
ﻛﺎﻟﻌﺎﺩﺓ ﻣﺎ ﻓﻤﺎ ﺷﻲ ﺟﺪﻳﺪ ﺩﻳﻤﺎ ﺗﻮﺭﻱ ﻓﻲ ﺭﻭﺣﻚ ,neg
ﺻﻮﺕ ﺗﺎﻋﺐ ,neg
ﺗﺒﻘﺎﻱ ﺑﺎﻳﺮﺓ ,neg
ﻳﻨﻌﻠﻚ ﺭﺑﻲ ﻳﺎ ﻣﺴﺨﺔ ﷲ ﻻ ﺗﺮﺑﺤﻚ ,neg
ﻭﻗﺘﺎﺵ ﻋﺮﺳﻚ ﺧﻠﻲ ﻧﺮﺗﺎﺣﻮ ﻣﻨﻚ ﺍﻟﻐﻨﺎﻳﺔ ﺗﺎﺟﺮﺗﻲ ﺑﻬﺎ ﺍﻛﺜﺮ ﻣﺰﻃﻠﺔ ,neg
Kiiiiiiiiiiit oooooooh ,neg
ﻣﻨﺎﻝ ﺑﺮﺍ ﻗﺪﻡ ﻓﻲ ﻛﻨﻜﻮﺭ ﺩﻳﻮﺍﻧﺔ ﺧﻴﺮ ﻭ ﷲ ﻳﻘﺒﻠﻮﻙ ,neg
ﺍﻧﺖ ﻭﻟﻴﺔ ﻭ ﺳﻮﺭﻙ ﻭﺍﻃﻲ ﻭ ﺗﻤﺸﻲ ﺑﺎﻟﻨﻴﺔ ﻭ ﺗﺮﻗﺪ ﻓﻲ ﺍﻟﺜﻨﻴﺔ 😂😂😁😁 ,neg
ﻭ ﷲ ﺗﺴﻤﻌﻚ ﻧﻌﻴﻤﺔ ﺍﻟﺪﻳﺰﻳﺮﻳﺔ ﺗﻨﺤﻲ ﻟﻴﻨﺎﺕ ﻭﺗﻌﺘﺰﻝ ﺍﻟﻔﻦ ﻣﺮﺓ ﻭﺣﺪﺓ ,neg
Tfi rohek ,neg
ﺍﻣﺴﺦ ﻭ ﻋﺎﻫﺮﺓ ,neg
Hani meni l'I texas wlh tzidni million l'I nemchilk y'a tiiiit ,neg
ﺳﻴﺐ ﺭﻭﺣﻚ ﻭﻟﻴﺘﻲ ﺑﺮﻳﺘﻨﻲ ﺳﺒﻴﺮﺯ ,neg
ﻣﻦ ﺍﻟﻤﻼﻫﻲ ﻟﺠﻬﻨﻢ ,neg
ﻭﻗﻮﺩﻫﺎ ﺍﻟﻨﺎﺱ ﻭﺍﻟﺠﺤﺎﺭﻩ ,neg
Takolha. inar.  Wahda. Hamla ,neg
ﻭﻳﻨﻮ ﺑﺎﺑﺎﻙ ﻣﻴﺖ ,neg
ﻣﻨﺎﻝ ﻭﻗﺘﺎﺵ ﻳﺨﺮﺝ ﺍﻟﻔﻴﻠﻢ ﺍﻻﺑﺎﺣﻲ  ﻧﺘﺎﻋﻚ ﻣﻊ #ﻛﺎﺩﻭﻳﻢ 😂😂😂😂 ,neg
Taille xxxl hhhhh ,neg
ﻋﻼﺵ ﻓﺎﻻﻣﺎﺭﺍﺕ ﺗﺴﺘﺮﻱ ﻓﻲ ﺭﻭﺣﻚ ﻭ ﺗﻮﻧﺲ ﺗﻌﺮﻱ ﻋﻠﻴﻨﺎ ﻓﻲ ﻋﺎﺭﻙ ﺷﻌﺐ ﺟﺒﺎﻥ ,neg
Mamstk w ma5ybk ,neg
Oilah miskina itsakafni    Pfffff😒😒 ,neg
ﺍﻭﻭ ﻣﺨﻴﺒﻚ ﺍﺧﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺨﺖ ,neg
Te5ou 500dinars w tfase5 rou7ek mch 5ir!! ,neg
ﻓﻠﺴﻄﻴﻦ. ﻳﺘﻀﺎﻣﻨﻮﻥ  ﻣﻌﻬﺎ. ﺍﻟﺮﺟﺎﻝ ﻭ ﻟﻴﺲ ﺍﻟﻌﺎﻫﺮﺍﺕ ,neg
Jibti sid min wednou hhhhh ,neg
Bech mech tedamen ya manel m3a filastin b tiiiiiit neksinek houma ,neg
khiiiiiiiiiiit ,neg
El masstine ki yt9ablou m3a bėathhiom ,neg
je n'aime pas ,neg
ﻣﻨﺎﻝ ﻭﻳﻦ ﻳﺠﻲ ﺗﺤﻂ ﺧﺸﻤﻚ 😃😃ﻣﻨﻴﻴﻦ ﺗﻌﺮﻓﻬﺎ ﺍﻧﺖ ﻣﺎﻳﺎ ﺩﻳﺎﺍﺏ😂😂😂 ,neg
Rabi youstir ili bach  ysma3ha ,neg
ﺣﻄﺐ ﺟﻬﻨﻢ ,neg
ﺍﻩ ﻳﺎ ﺍﻣﺔ ﺿﺤﻜﺖ ﻣﻦ ﺟﻬﻠﻬﺎ ﺍﻻﻣﻢ ,neg
ﻫﺎﻟﻜﺘﻮﻥ ﻳﺎ ﺑﺎﺑﺎ ,neg
Bagar bagara hhh ,neg
Btbi3tk z8ira wfrkha f mokhek ,neg
ﺷﻜﻮﻧﻚ ﺍﻧﺘﻲ ﻛﻨﻘﺎﺭﻧﻮﻙ ﺑﺎﺧﻴﺐ ﺍﻣﺮﺓ ﺍﻛﺮﺍﻧﻴﺔ ﻣﻦ ﻧﺎﺣﻴﺔ ﺍﻟﺠﻤﺎﻝ ﻣﺘﺠﻲ ﻗﺪﺍﻣﻬﺎ ﺣﺘﻰ ﺷﻴﺊ ,neg
ﺗﻲ ﺑﺮﻱ ﺭﻭﺣﻲ ﻣﺨﻴﺒﻚ ,neg
ﺗﻔﻄﻖ ﻳﺎ ﺭﻭﺣﻲ😍😍 ,neg
Rabi itoub 3lik ,neg
ﻫﻬﻬﻪ ﻋﺒﺪ ﺍﻟﺤﻠﻴﻢ ﻣﺶ ﻋﺒﺪ ﺍﻟﺨﻠﻴﻢ ﻫﻬﻬﻬﻪ ,neg
ﻫﻬﻬﻬﻪ ﺍﻟﺤﻠﻴﻢ ﻣﻮﺵ ﺍﻟﺨﻠﻴﻢ ﻫﻬﻪ ,neg
